material_id,composition,target
15355,Yb0.94Pr0.06Ba2Cu3O7,91.5
2920,Ca1.89Na0.11Cu1Cl2O2,15.14
10297,Pb0.35Sn0.35In0.3Te1,4.8
526,Ba0.3K0.7Fe2As2,19.7
11667,Sm1Fe0.9Co0.1As1O1,15.966666666666667
13455,Y0.75Pr0.15Ca0.1Ba2Cu4O8,76.2
12378,Ti0.64Ta0.075Nb0.285,8.73
12552,Tl0.63K0.37Fe1.78Se2,28.4
1731,Bi1Pb1Sr2Ca2Cu3O10,103.5
1940,Bi2Sr1.5Ca1.5Cu2O,95.0
14179,Y1Ba1Sr1Cu2.75Sn0.25O7.163,40.9
5011,Ge0.5Cu0.5Sr2Ca1.8Y0.2Cu3O9.3,77.0
1870,Bi2F0.6S2O0.4,5.1
577,Ba0.5K0.5Fe1.8Ni0.2As2,11.1
5626,Hg1Ba2Cu0.99Mg0.01O4,94.0
10593,Pb2Sr2Y0.85Ca0.15Cu3O8,46.5
2251,Bi2Sr2Ca0.9Tb0.1Cu2O,92.0
15490,Zr1Ru4P2,11.0
10699,Pd2Sc1Pb1,2.4
8854,N0.8Nb1,8.9
14867,Y1Ba2Cu3O6.34,23.5
14438,Y1Ba2Cu2.8Co0.2O6.83,53.0
6741,La1.72Nd0.2Ba0.08Cu1O4,16.9
13672,Y0.8Ca0.2Sr1Ba1Cu2.7Co0.3O6,58.0
6143,Ir0.973Mo0.027,0.133
15423,YbCa0.2Ba1.6Sr0.4Cu4O8,86.0
998,Ba1Sn3,4.3
4018,Er0.76Ca0.24Ba2Cu2.76Co0.24O6.92,84.0
1745,Bi1Pt1Te1,1.15
5863,Ho1Sr2Cu2.7Mo0.3O,34.1
2008,Bi2Sr1.8Ca1Nd0.2Cu2O8.26,87.7
14717,Y1Ba2Cu2.9Ni0.1O6.85,54.5
5685,Hg1In1,3.81
15503,Zr2Co0.6Ni0.4,4.2
6200,Ir45Nb55,4.88
8115,Lu0.81Gd0.19Ni2B2C1,6.155
507,Ba0.1La1.9Ag0.05Cu0.95O4,27.0
3653,Cu0.05Ir1Te2,2.84
9840,Nd1.22La0.6Ce0.12Cu1O4,23.0
3440,Ce1Rh0.45Ir0.55In5,0.82
15482,Zr1Ru1Ge1,9.0
13245,Y0.3Lu0.7Ni2B2C1,15.0
8462,Mg1B1.938C0.062,37.0
7722,La1Ru2Si2,3.5
13381,Y0.6Gd0.4Ba2Cu3O7,92.0
7838,La2Cu1O4.03,30.599999999999998
4547,Fe1Sr2Y1Cu2O7.68,53.0
10888,Pr1.87Ce0.13Cu1O3.99,16.0
8110,Lu0.7Ca0.3Ba2Cu3O6.88,45.0
377,Au1Tl2,4.25
9291,Nb1C0.2N0.74,17.5
6009,Ir0.1Os0.25Rh0.65,0.1
11713,Sm1Fe1As1O0.67,55.0
9106,Nb0.65Zr0.35,10.6
5,Ag0.12In0.88,4.69
11076,Re0.075Ta0.925,2.08
14742,Y1Ba2Cu3.85O6.85,93.0
9400,Nb25Ti40Zr35,7.7
13979,Y1Ba1.4Sr0.6Cu3O6.8,86.0
9274,Nb1.71V1.29Au1,1.6
12796,Tl1Sr2Ca1Cu2O6.825,40.0
2560,C0.1N0.9Nb1,8.5
7234,La1.8Nd0.2Cu0.99Zn0.01O4.0631,4.87
7123,La1.85Sr0.15Cu0.99Ni0.01O4,30.639999999999997
10998,Pt1,0.004987999999999999
9970,Nd1.88Ce0.12Cu0.98IN0.02O4,15.4
12128,Sr1Sn3Sb4,3.9
1378,Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O10,109.0
13150,V3Si0.1Ga0.9,10.6
3773,Cu1.5Rh1.5S4,4.55
856,Ba1Fe1.852Co0.148As2,22.78
3300,Ce1Co0.8Ni0.2In5,0.88
648,Ba0.75Na0.25Ti2Sb2O1,5.015000000000001
6930,La1.834Sr0.166Cu0.99Zn0.01O4,26.5
13560,Y0.85Ca0.15Ba2Cu4O8,88.9
8487,Mg1C1Ni2.6Co0.4,7.1
1401,Bi1.6Pb0.4Sr1.9La0.1Cu1O6,43.3
10252,Os0.97Rh0.03,0.09
5114,H0.9Pd1,4.11
2691,C1Ru1,2.02
3668,Cu0.08Ti2Se2,3.95
13218,Y0.19Ba1.99Cu2.85O7,94.5
1228,Bi0.3Zn0.7,1.51
5742,Hg2Sr2Y1Cu2O8,42.0
9549,Nb3Rh0.95Co0.05,1.96
7879,La3Ca0.9Cd0.1Ba3Cu7O16.611,77.5
4991,Ge0.15Nb3Pb0.15Sn0.7,17.82
207,Al1Sr2Ho0.5Ca0.5Cu2O7.05,18.0
14132,Y1Ba1.99Cu2.847Ag0.153O6.7,86.0
2545,Bi8Sr6Ca6Cu9O33.964,80.0
644,Ba0.72K0.28Fe2As2,33.45
10813,Pr0.8Sr0.2Fe1As1O1,14.6
3219,Ce0.2Nd0.8F0.7Bi1S2O0.7,4.29
8516,Mg1Co1Ni2.94Co0.06,6.0
7425,La1Ba1Ca1Cu3O6.856,66.0
14561,Y1Ba2Cu2.955Au0.045O7,91.5
10632,Pd0.4Ho1Te3,2.8
802,Ba1Fe1.25Ru0.75As2,21.0
7237,La1.8Nd0.2Cu1O4.04,26.3
931,Ba1Fe2As1.36P0.64,29.1
14936,Y1Ba2Cu3O6.861,80.5
10581,Pb2Sr2Y0.5Ca0.5Cu3F0.8115O7.3458,78.0
12442,Tl0.45Bi0.46Mo6S7.5,6.41
15150,Y1Sr2Cu2.65Ti0.35O7.1,53.0
2186,Bi2Sr2Ca0.89Pr0.11Cu2O,80.4
11603,Sm1Ba2Cu2.98Fe0.02O6.76,84.0
7286,La1.8Sr0.2Cu1O3.99,27.5
6660,La1.5Ba1.1Ca0.4Cu3O7.082,62.0
1398,Bi1.6Pb0.4Sr1.8Ca1Nd0.2Cu2O8.11,87.0
5905,In0.1Pb0.9,6.8
6300,K2In1Mo15Se19,1.3
1436,Bi1.6Pb0.4Sr2Ca2Cu3.8O,93.0
172,Al13Os4,5.4
1502,Bi1.7Pb0.3Ag0.2Sr2Ca2Cu3O,97.0
8283,Lu5Ir4Si9Ge1,6.38
11467,Si0.263V0.737,15.8
9566,Nb3Rh1,2.7423333333333333
12109,Sr1Pd2Sb2,1.25
13685,Y0.8Pr0.05Ca0.15Ba2Cu3O6.83,87.0
5229,Hg0.4Ce0.6Sr2.5Ca0.2Nd0.2Cu2.1O7,65.0
2198,Bi2Sr2Ca0.8K0.2Cu2O,76.0
885,Ba1Fe1.8Co0.2As2,20.05
6613,La1.2Ba1.8SrCu3O,44.0
11508,Sm0.7Pr0.3Ba2Cu3O6.65,10.6
3253,Ce0.94La0.06Ru2,6.55
13717,Y0.8Pr0.2Ba2Cu3O7.55,68.3
2848,Ca0.858Pr0.142Fe2As2,45.3
3916,Dy1Ba2Cu2.95Zn0.05O,71.5
14021,Y1Ba1.6Sr0.4Cu4O8,79.5
11716,Sm1Fe1As1O0.85,53.23333333333333
4697,Ga1Sr2Tm0.75Ca0.25Cu2O7,28.0
8043,Li2B1Pd0.9Pt2.1,2.31
10766,Pr0.5Ca0.5Ba2Cu3O7,66.6
2089,Bi2Sr2Ca0.5Y0.5Cu2O8.39,66.0
3593,Cr0.8Rh0.2,0.5
9090,Nb0.5Ti0.3V0.2,7.8
13205,W1F0.41O2.59,0.42
5117,H1Br3C61,115.0
316,Au0.41Ge0.59,2.2
3568,Cr0.38Re0.62,4.1
1322,Bi1.4Pb0.6Sr2Ca1Cu2O8,91.0
4623,Ga0.25Nb0.75,20.0
3065,Ca1Ni1B1N1,2.08
11181,Rh0.5Pd0.5Pb2,1.7
10520,Pb1Pt1,7.2
14342,Y1Ba2Cu2.82Fe0.18O,55.0
10122,Nd2.1Cu1O4,30.35
5740,Hg2Na1,1.62
9931,Nd1.85Ce0.15Cu0.993Ni0.007O4,6.366666666666667
1994,Bi2Sr1.7Hg0.3Ca1Cu2O,76.75
14059,Y1Ba1.86La0.14Cu3O6.98,89.4
3352,Ce1Fe0.93Co0.07As1H1,23.0
10200,O0.95Ti1,0.8
10073,Nd1Fe0.8Rh0.2As1O1,10.0
3519,Co1Ta1.75Zr0.25,0.95
2280,Bi2Sr2Ca1Cu1.84Co0.16O8,45.0
11312,Ru0.9Nb0.1Sr2Gd1Cu2O8,11.65
13864,Y0.9Ca0.1Ba2Cu3O6.98,81.8
6608,La1.2Ba1.5Sr0.3Cu3O,55.2
15413,Yb1Mo6Se8,6.0
8344,Mg0.8Zr0.2B2,37.3
10595,Pb2Sr2Y1Cu3O8,53.25
4295,Eu1Ba1Sr1Cu3O6.95,84.0
10500,Pb1.75Ca0.2Y1Sr2Cu3O8,45.0
13025,V0.55Ge0.1Al0.35,5.4
13036,V0.65Si0.1Al0.25,9.9
2858,Ca0.86Pr0.14Fe2As2,32.5
14150,Y1Ba1.9La0.1Cu3O6.5,32.9
14196,Y1Ba1Sr1Cu3O6.83,58.5
3893,Dy1Ba1Sr1Cu3O6.89,79.5
14100,Y1Ba1.925La0.075Cu3.5O7.5,77.3
12649,Tl1.7Sr3Ca0.7Cu4.3O,106.5
11329,Ru1Sr1.98La0.02Eu1Cu2O8,14.0
124,Al0.25La0.75,3.98
6729,La1.6Nd0.4Ca0.8Ba2Cu4.8O10,70.0
1405,Bi1.6Pb0.4Sr2Ca0.95Y0.05Cu2O8,96.0
503,Ba0.15La1.85Cu1O4,26.666666666666668
4989,Ge0.02Nb0.98,5.2
11750,Sn0.25Te0.75,1.7
3961,Dy1Rh2.8Ir1.2B4,2.82
1107,Ba8Si44Al2,5.85
8789,Mo5S6Sn1,13.4
12438,Tl0.3Hg0.7Ba2Ca2Cu3O8,134.0
264,As2Te3,4.4
2404,Bi2Sr2Cu1O6,8.9625
9831,Nd1.1Ba1.5Ca0.4Cu3O6.864,54.0
4352,Eu1Nb1O3,6.0
14998,Y1Ca1Ba4Cu5N0.3C0.7O14,82.0
10816,Pr0.91La1Ce0.09Cu1O4,24.6
14767,Y1Ba2Cu3.956Zn0.044O8,56.8
10970,Pr1V2Al20,0.0445
13537,Y0.84Sr2.16Cu2.78S0.22O7,45.0
9762,Nd0.7Pr0.3Ba1Sr1Cu3O7,44.0
12946,Tm0.97Ca0.03Ba2Cu4O8,81.2
8263,Lu4Os6Sn19,1.8
10428,Pb0.7Eu0.3Gd0.2Mo6S8,14.3
8560,Mo0.15Ti0.85,4.08
8029,Li1Pb1,7.2
12960,Tm1Ba2Cu2.55Fe0.45O7,55.0
1025,Ba2Ca1Cu2F2O4,82.0
13816,Y0.99Ba1.99Cu2.847Li0.153O6.4,62.0
2101,Bi2Sr2Ca0.66Y0.34Cu1.94Zn0.06O8,18.1
1508,Bi1.7Pb0.3Sr1.6La0.4Cu1O6.141,20.2
8113,Lu0.7Pr0.3Ba1.7Sr0.3Cu3O6.89,61.0
14417,Y1Ba2Cu2.88Co0.12O7,77.7
1396,Bi1.6Pb0.4Sr1.8Ba0.2Ca1Cu3O,109.3
14645,Y1Ba2Cu2.97Zn0.03O6.76,61.4
10224,Os0.05Zr0.95,5.38
2795,Ca0.4Ba1.35La1.25Cu3O6.92,14.4
5094,H0.5Li1Nb1O2,5.5
12357,Ti0.54V0.36Al0.1,3.44
14120,Y1Ba1.95Nd0.05Cu3O,92.5
15286,Y2Pt1Ge3,2.14
12379,Ti0.65Zr0.35,1.37
3360,Ce1Fe1As0.6P0.4F0.05O0.95,16.0
14734,Y1Ba2Cu2Pb1O,90.0
13086,V1Ta2Sn1,3.7
12738,Tl1Sr1.65Ce0.35Ca1Cu2O7,59.3
8695,Mo0.95V0.05C1,13.9
9808,Nd0.9Ca0.1Ba2Cu3O6.63,84.5
15223,Y2Ba4Cu7O14.81,54.1
10457,Pb0.9769Sn0.0231,7.213
9263,Nb0.9Ta0.1,8.4
8912,Na0.3Ba6.2Si46,4.0
15098,Y1Pd4B1C0.2,21.0
5622,Hg1Ba2Cu0.98Ni0.02O4,94.0
15322,Yb0.5Pr0.5Ba1.7Sr0.3Cu3O6.93,30.0
8229,Lu2Fe3Si5,5.492222222222222
14270,Y1Ba2Cu2.67Ga0.33O7,65.64
12148,Sr2Cu1C0.82B0.12O5,30.0
165,Al0.9Ga0.1Nb3,17.7
2957,Ca1Al0.2Ga0.8Si1,3.24
12837,Tl2Ba2Ca0.75Y0.25Cu1.92Co0.08O8,29.7
770,Ba1.7K0.3Pb0.9Bi0.1O4,11.0
5074,H0.28Y1Ba2Cu3O,78.8
9934,Nd1.85Ce0.15Cu0.995Co0.005O4,7.3
10189,Ni33Zr67,2.6
3585,Cr0.74Re0.26,3.12
4217,Eu0.6Pr0.4Ba2Cu4O8,40.0
8191,Lu1Ni1.95Co0.1B2C1,12.3
2473,Bi4Ca3Sr3Cu4O16,88.16666666666667
5148,Hf0.661W0.339,2.51
7459,La1Bi1S2F0.7O0.54,4.46
1146,Be2Nb1,2.15
229,Al3Yb1,0.94
14034,Y1Ba1.78La0.22Cu4O8,37.9
6582,La1.1Gd1.5Ca1.4Ba2Sr1Cu6.3In0.7O,63.0
15405,Yb1Ba2Cu3O7,90.7
280,Au0.18Te0.82,1.56
10759,Pr0.1La1.7Sr0.2Cu1O4,36.0
3329,Ce1Co1In5,2.2070833333333333
11723,Sm1La0.8Sr0.2Cu1O3.94,24.8
13501,Y0.7Ca0.3Sr2Cu2.8P0.2O0.8,37.0
873,Ba1Fe1.87Zn0.04Co0.09As2,13.42
8066,Li2Pd3B1B1,8.19
12970,Tm1Ba2Cu3O6.41,19.0
10241,Os0.362Re0.638,1.35
1960,Bi2Sr1.6Ca1.2Nd0.2Cu2O8.26,86.0
14363,Y1Ba2Cu2.85Co0.15O7.03,65.0
14387,Y1Ba2Cu2.85Ni0.075Zn0.075O7,58.0
2945,Ca10Pt4.054Fe9.7As18,26.5
8442,Mg1B1.7Be0.3,32.9
9710,Nb80Si16Ge4,4.7
12140,Sr2Ca1Cu2F2O4.6,99.0
1667,Bi1.95Sr1.75La0.3Cu1O6,31.1
9346,Nb2.49V0.51Au1,4.6
15278,Y2Pd0.7Pt0.3Ge3,2.52
7996,Li1.035Ti1.965O4,11.75
9667,Nb75Ga7.5Al17.5,18.3
12254,Ta0.96Zr0.04,5.7
11227,Ru0.25Sr2Gd1Cu2.75O8,62.0
7560,La1Fe1As1F0.28O0.68,33.5
3297,Ce1Co0.6Ru0.4In5,1.8
2303,Bi2Sr2Ca1Cu1.988Ni0.012O8,92.55
12331,Tc2Zr1,7.6
8053,Li2Pd0.3Pt2.7B1,3.37
6191,Ir2Sr1,5.7
7058,La1.85Sr0.15Cu0.982Co0.018O4,8.9
13251,Y0.44Pr0.56Ba2Cu3O6.93,2.1
12953,Tm1.4Pr0.6Ba4Cu7O14.667,60.0
186,Al1Mo3,0.58
8952,Na1Fe0.939Co0.061As1,13.4
3380,Ce1Fe1As1H0.3O0.7,44.9
6934,La1.836Sr0.164Cu0.99Ga0.01O4,26.9
8389,Mg0.98Pb0.02B2,35.5
14215,Y1Ba2.85La0.15Cu3O7,89.9
14708,Y1Ba2Cu2.9Fe0.1O7.293,87.0
8736,Mo1Re3,9.89
1475,Bi1.6Pb0.4Sr4Cu2C1O11,41.0
3003,Ca1Cu0.33Si1.67,2.3
3420,Ce1Pt2.82Ni0.18Si1,0.473
4156,Er1Ni1.955Co0.09B2C1,2.6
14038,Y1Ba1.7La0.3Cu3O,73.93333333333334
1128,Be13Ru1,1.3
4364,Eu2.667Ce1.333La1.333Ba1.333Sr1.333Cu6O,28.5
7654,La1Pd0.85Bi2,2.1
9391,Nb2.97Zr0.03Al1,17.4
5838,Ho1Ni1.95Co0.03B2C1,4.51
13918,Y1.01Ba2.01Cu2.906Ni0.094O6.7,71.0
9216,Nb0.8Ga0.19Cr0.01,13.6
5549,Hg1Ba2Ca15Cu16O,105.1
2478,Bi4S2.91Se0.09O4,3.7
14253,Y1Ba2Cu2.4Ti0.6O,93.5
11640,Sm1Fe0.5Ru0.5As1F0.15O0.85,4.26
8962,Na1Fe0.9825Co0.0175As1,15.8
4244,Eu1,2.75
4961,Gd1Ba2Cu4O8,73.28571428571429
11123,Re2Si1,3.8
521,Ba0.33K0.67Bi1O3,0.77
1435,Bi1.6Pb0.4Sr2Ca2Cu2.9Zn0.1O,91.65
4259,Eu1.4Ba1.6Cu3O7.16,28.0
9757,Nd0.7Pr0.3Ba1.25Sr0.75Cu3O,27.0
14237,Y1Ba2Cu0.94Co0.06O7,89.2
12284,Ta5Ge1B2,3.8
3171,Cd0.1In0.9La3,9.55
871,Ba1Fe1.87Co0.13As2,25.0
5861,Ho1Sr0.4Ba1.6Cu4O8,68.1
5428,Hg0.8Re0.2Ba2Ca2Cu3O,133.0
53,Ag1In2,2.3499999999999996
8765,Mo3Re1,4.905
8985,Na4H4C60,15.0
2275,Bi2Sr2Ca1Cu1.7Au3.7O,63.0
10790,Pr0.85La1Ce0.15Cu1O3.95,19.0
10768,Pr0.5Nd0.5Os4Sb12,0.6
7647,La1Os4Sb12,0.80775
7406,La1Ba1.5Ca0.5Cu3O7.112,72.0
8939,Na0.75Co0.9995Ir0.0005H2.6O3.3,4.59
9173,Nb0.79Al0.164Ga0.057,20.7
2792,Ca0.4Ba1.25La1.35Cu3O7.16,63.5
11008,Pt1V3,3.0050000000000003
15318,Yb0.4Ba0.6Cu1O3,88.0
6222,K0.46Ti1N1Br1,16.3
13275,Y0.4Pr0.6Ba1.6Ca0.4Cu3O7,30.3
2281,Bi2Sr2Ca1Cu1.88Co0.12I0.91O,28.4
760,Ba1.6Sr0.4Yb0.95Ca0.05Cu3O6.8,80.0
15167,Y1Sr2Cu2.7Re0.3O7.1,33.0
12092,Sr1Pd1.8Ag0.2Ge2,2.52
7338,La1.94Sr0.06Cu1O4,8.205
7673,La1Pt0.6Ni0.4Si1,2.63
15056,Y1Ni1.82Pd0.18B2C1,11.8
3245,Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
4715,Ga23.6V76.4,14.6
10450,Pb0.93Tl0.075,6.98
9703,Nb80Ga19.4Fe0.06,16.2
1479,Bi1.6Pb0.8Sr2Ca1Cu1.99Cr0.01O,68.0
2974,Ca1B1.05Pd3,0.8
2480,Bi4S3O4,4.846
13977,Y1Ba1.48Sr0.52Cu3O7,90.0
9535,Nb3Rh0.02Au0.98,11.4
3703,Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.45,75.0
9442,Nb3.07Al0.5859Ge0.279,17.4
5949,In0.96Pb0.04,3.68
7983,Li0.8Fe1.2Se0.59S0.41H1O1,32.0
426,B1Sr2Ca2Cu3O9,75.0
6913,La1.82Ba0.18Cu1O4,23.1
10397,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.18,31.6
1391,Bi1.6Pb0.4Sr1.6La0.4Cu1O6.082,23.0
7141,La1.85Sr0.15Cu1O4.05,39.0
3386,Ce1In3,0.17333333333333334
3158,Cd0.002Zn0.998,0.78
612,Ba0.65Rb0.35Fe2As2,35.8
6165,Ir0.9W0.1,0.23
6047,Ir0.44Rh0.5Se2,9.24
14045,Y1Ba1.7Rb0.3Cu3O6.52,91.05
9877,Nd1.47La0.4Ce0.13Cu1O4,22.0
2272,Bi2Sr2Ca1Cu1.5Sn0.5O8,80.31
9823,Nd1.08Ba1.92Cu3O,86.0
949,Ba1La1Cu1O4,11.0
11715,Sm1Fe1As1O0.8,40.1
4434,Fe0.98Mn0.02Se0.5Te0.5,14.4
206,Al1Sr2Ho0.4Ca0.6Cu2O7,24.0
6484,La0.95Y0.05F0.5Bi1S2O0.5,2.5
6217,K0.38W1O3,2.09
8103,Lu0.75Ce0.15Ca0.1Ba2Cu3O7,69.5
13529,Y0.7Tb0.3Ni2B2C1,8.565
13575,Y0.85Pr0.15Ba2Cu3O6.97,81.8
14562,Y1Ba2Cu2.955Co0.045O7,94.4
835,Ba1Fe1.79Zn0.12Co0.09As2,3.37
14195,Y1Ba1Sr1Cu3O6.8,67.5
13294,Y0.5625La0.3375Pr0.1Ba2Cu3O7,51.85
11909,Sr0.42K0.58Fe2As2,36.0
5721,Hg1Tl1Sr4Ca2Cu4O,102.5
7888,La3Co4Sn13,2.425
12763,Tl1Sr2Ca0.3Y0.7Cu2O6.97,92.0
14292,Y1Ba2Cu2.75Ni0.25O7,63.9
12634,Tl1.5Pb0.5Pr2Sr2Cu2O,16.7
15142,Y1Sr1Ba1Cu2.7Co0.3O6,22.0
6215,K0.2Sr0.8Fe2As2,13.0
1152,Be2Ta3,1.0
10314,Pb0.58Sn0.58Ti2Se5.16,3.6
9536,Nb3Rh0.02Pt0.98,9.6
1188,Bi0.15Ge0.15Nb3Sn0.7,17.75
7655,La1Pd0.8Bi2,2.865
9084,Nb0.5Sn0.25V0.25,9.8
13988,Y1Ba1.5La0.5Cu3O7.08,38.0
15412,Yb1Mo6S8,8.45
9666,Nb75Ga5Al20,18.25
12356,Ti0.516V0.484,7.2
4515,Fe1Se0.7Br0.3,5.0
12048,Sr1Fe1.826Co0.174As2,9.5
13366,Y0.6Ca0.4Ba1.2La0.8Cu3O7.15,67.0
4340,Eu1Fe1.76Co0.24As2,2.0
7490,La1Fe0.918Zn0.082As1F0.28O0.68,8.2
11808,Sn0.8Ag0.2Te1,1.8633333333333333
7866,La2Rh3Si5,4.4
5468,Hg0.95Re0.05Ba2Cu1O4.372,97.0
4909,Gd1Ba2Cu2.85Ni0.15O,71.0
2816,Ca0.5Nd0.5Ba1La1Cu3O7.17,41.4
14890,Y1Ba2Cu3O6.55,63.370000000000005
9765,Nd0.85La0.15Ba2Cu3O7,89.21
1241,Bi0.5La1.5Sr1Cu2O6.02,28.0
2778,Ca0.3Ba1.45La1.25Cu3O7.172,76.9
2637,C1.45Mo0.1Y0.9,13.8
6418,La0.85Y0.15,3.06
15192,Y1Sr2Cu2.8W0.2O6.9,45.0
8190,Lu1Ni1.93Co0.14B2C1,10.5
12825,Tl2.5Pb0.5Nd1Sr2Cu2.5O,39.87
4602,Ga0.15Nb3Sb0.15Sn0.7,16.89
14819,Y1Ba2Cu3H0.06O6.91,92.8
5464,Hg0.95Mo0.05Sr2Ca2Cu3O,106.0
6227,K0.4W1O3,1.74
6419,La0.85Y0.15Ni1C2,2.08
13933,Y1.4Ti0.6C3,12.9
965,Ba1Pb0.4Hg0.35Bi0.25O3,9.97
5792,Ho0.8Pr0.2Ba2Cu3O7,76.39999999999999
5028,Ge1.85La1,2.17
8007,Li1.4Zr1N1Cl1,10.0
1781,Bi2.15Sr1.9Cu1O6,4.15
10227,Os0.06Zr0.94,5.65
2842,Ca0.835La0.165Fe2As2,41.2
8773,Mo3Si1.3,1.3
752,Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,41.0
6413,La0.85Na0.15Fe1As1F0.15O0.85,28.0
11095,Re0.71V0.29,8.4
7961,Li0.37Hf1N1Cl1,20.0
8517,Mg1Co1Ni2.97Co0.03,6.7
14950,Y1Ba2Cu3O6.937,84.8
848,Ba1Fe1.83Co0.17As2,19.6
3117,Ca5.84Sr4.02Bi0.14Cu15.84O29,72.0
8610,Mo0.38Re0.62,5.7
10848,Pr1.83Ce0.17Cu1O3.99,13.0
1083,Ba6Ge25,0.24
13547,Y0.85Ca0.15Ba2Cu2.85Co0.15O,72.0
13914,Y0.9Tb0.1Ni2B2C1,13.09
4075,Er1Ba2.03Cu3.05O7,90.0
6553,La0.9Y0.1Co2B2,4.175
3409,Ce1Ni1Ge3,0.45499999999999996
