material_id,composition,target_pred_n0,target_target
4830,Gd0.95Ca0.05Ba2Cu3O7,82.49616241455078,81.9
14280,Y1Ba2Cu2.6Ni0.4O7,57.70051574707031,64.5
4979,Gd1Sr2Cu2.7Mo0.3O,39.35504150390625,31.1
14679,Y1Ba2Cu2.98Zr0.02O6.84,86.82025146484375,90.2
4413,Fe0.5Ba2Gd1Cu2.5O7.45,14.990055084228516,72.0
10225,Os0.065Re0.935,1.891286849975586,1.92
10292,Pb0.28Sn0.72,5.4140625,7.05
3896,Dy1Ba1Sr1Cu3O6.94,61.887699127197266,81.5
2693,C1Si1,3.5722827911376953,1.45
11502,Sm0.4Ba0.6Cu1O3,93.80189514160156,84.3
9908,Nd1.75Sm0.1Ce0.15Cu1O3.972,14.068092346191406,22.2
1110,Be0.62Si0.38,2.099924087524414,9.0
14888,Y1Ba2Cu3O6.54,61.20271301269531,52.066666
12052,Sr1Fe1.85Ni0.15As2,6.896200180053711,8.93
11764,Sn0.56Pb0.24In0.2Te1,2.294382095336914,3.87
5631,Hg1Ba2Cu1O4,81.27694702148438,76.21786
14675,Y1Ba2Cu2.98Ni0.02O6.94,89.53069305419922,86.0
9786,Nd0.8Sm0.2F0.3Bi1S2O0.7,3.8127498626708984,4.59
2861,Ca0.88La0.12Fe1As1.8Sb0.2,32.065555572509766,47.2
11981,Sr0.9Sm0.1Cu1O2,40.11050033569336,44.0
2817,Ca0.5Sr2.5Cu2C0.7B0.3O3,87.062255859375,52.0
3873,Dy0.85Tm0.15Ni2B2C1,5.078269958496094,2.3
11731,Sm1Sr2Ta0.8Sn0.2Cu2O8,38.39895248413086,30.0
6605,La1.2Ba1.5Ca0.3Cu3O6.72,62.93998718261719,27.0
7453,La1Bi1S2F0.2O0.8,4.093259811401367,7.11
14920,Y1Ba2Cu3O6.78,77.39887237548828,81.46
10405,Pb0.6Cu0.4Sr1La1Cu1O5.09,29.238006591796875,36.7
1153,Be30Zr70,2.8432044982910156,2.8
4178,Er1Rh3.6Ir0.4B4,4.581134796142578,7.95
12901,Tl2Ba2Cu1O5.957,67.09064483642578,38.0
8303,Mg0.73Sc0.27B2,30.387901306152344,6.0
5458,Hg0.92Ba2.05Cu1.03O4.079,85.53176879882812,79.2
15113,Y1Re0.1Ba2Cu2.9O7.08,92.38165283203125,90.0
11627,Sm1Ba2Cu3O6.878,79.02381896972656,91.1
2148,Bi2Sr2Ca0.78Pr0.22Cu2O,78.75193786621094,85.5
120,Al0.23Nb0.75Zr0.013,17.01759147644043,18.3
1106,Ba8Si43Ge3,5.00347900390625,7.1
2563,C0.2N0.8Nb0.8V0.2,14.259973526000977,5.5
6020,Ir0.26Mo0.74,5.303789138793945,6.7
2319,Bi2Sr2Ca1Cu1O8,86.04473876953125,77.0
6478,La0.95Gd0.05Ru2,2.945493698120117,1.61
4161,Er1Ni1.96Fe0.04B2C0.99,6.380727767944336,7.35
7149,La1.868Sr0.132Cu1O4,27.9986629486084,35.5
11673,Sm1Fe1As0.47P0.53H0.24O0.76,16.420555114746094,5.5
11639,Sm1Ba2Cu4O8,60.5356330871582,69.3
14836,Y1Ba2Cu3H0.34O7,84.28846740722656,66.0
11264,Ru0.7Rh0.3P1,4.828657150268555,1.13
928,Ba1Fe2As1.18P0.82,23.426034927368164,25.3
914,Ba1Fe1.958Pd0.042As2,13.90597152709961,4.1
4064,Er0.98Gd0.02Rh4B4,4.717992782592773,8.22
2299,Bi2Sr2Ca1Cu1.97Ni0.03O8,82.38947296142578,77.0
5516,Hg1.4Tl0.6Ba2Y0.5Ca0.5Cu2O7.74,91.82546997070312,84.0
2727,C60Tb2.75,3.5097694396972656,5.4
7155,La1.86Sr0.14Cu0.99Li0.01O4,28.420181274414062,38.25
15169,Y1Sr2Cu2.7Ti0.3O6.7,40.420291900634766,26.0
9766,Nd0.85La1Ce0.15Cu1O,16.0689697265625,14.9
9067,Nb0.4Ru0.6,5.193408966064453,2.5
7737,La1Sn3,2.3258209228515625,6.358286
11698,Sm1Fe1As1F0.2O0.8,46.27568054199219,47.077778
8853,N0.8H2.4Na1Rb2C60,13.653921127319336,15.2
3624,Cs1,4.351495742797852,1.5
12743,Tl1Sr1.7Ca0.3Yb1Cu2O7,78.82363891601562,55.0
4840,Gd0.97Pr0.03Ba2Cu3O7,94.37315368652344,93.1
12342,Ti0.17V0.5Zr0.33,7.320110321044922,7.6
8913,Na0.3Co0.985Mn0.015H2.6O3.3,3.6329402923583984,3.34
10785,Pr0.7La0.3Os4Sb12,1.9132499694824219,1.528
3050,Ca1Ir2,3.696920394897461,5.075
14094,Y1Ba1.8Sr0.2Cu3O6.8,87.74105834960938,90.5
11921,Sr0.5Eu0.5Fe1.76Co0.24As2,14.375387191772461,8.45
12934,Tm0.4Ba0.6Cu1O3,100.01394653320312,93.0
14239,Y1Ba2Cu0.97Co0.03O7,98.38072204589844,90.7
12606,Tl0.8V0.2Sr4Cu2C1O10,93.22303771972656,50.0
1614,Bi1.8Pb0.2Sr2Cu1O,6.904869079589844,15.2
7702,La1Rh1Sb1,1.1885528564453125,2.1
2394,Bi2Sr2Ca2Cu3O10.28,92.65892028808594,108.7
9464,Nb3Al0.7Be0.3,17.124332427978516,14.0
3740,Cu0.7Nb0.29Ta0.01,3.9444713592529297,9.25
8123,Lu0.8Ca0.2Ba2Cu3O6.68,47.55999755859375,78.0
10082,Nd1Fe0.9Co0.1As1F0.11O0.89,38.69363021850586,9.0
1719,Bi1Pb0.1Sr1Ca1Cu2O,115.07994079589844,111.0
12199,Sr2Y1Ru0.9Cu0.1O6,9.83377456665039,34.3
13478,Y0.7Ca0.3Ba1.3La0.7Cu3O7.16,60.35774230957031,73.0
7988,Li0.8Fe1As1,19.208106994628906,17.6
12187,Sr2Y0.7Ca0.3Cu2.35Pb0.65O6.89,50.3624267578125,17.0
5930,In0.78Tl0.22,3.2319087982177734,3.18
9750,Nd0.75Pr0.25Ba1Ca1Cu3O7,16.527385711669922,26.0
5795,Ho0.95La0.05Ni2B2C1,4.382652282714844,6.62
1529,Bi1.7Pb0.3Sr2Ca1.95Sm0.05Cu3O,100.36184692382812,82.0
4121,Er1Ba2Cu2.985Ga0.015O7,99.89395141601562,89.5
14855,Y1Ba2Cu3Li0.3O7,45.055912017822266,86.0
5263,Hg0.5S0.5Ba2Cu1O,92.60142517089844,71.0
2201,Bi2Sr2Ca0.8Lu0.2Cu2O8,90.1846694946289,89.5
7778,La2.5Y0.5Ca1Ba3Cu6.58Fe0.42O16.599,69.37930297851562,68.0
5821,Ho1Ba2Cu2.925Ni0.075O7,86.97599792480469,90.0
14382,Y1Ba2Cu2.85Gd0.15O7,39.12901306152344,44.1
8502,Mg1C1Ni2.97Cu0.03,5.390775680541992,6.8
6364,La0.6Ca0.2Pr0.2Ba1.5Sr0.5Cu3O6.809,63.842193603515625,47.0
9191,Nb0.85Ta0.15,7.721593856811523,8.08
3704,Cu0.5P0.5Sr2Ca1.8Y0.2Cu3O9.55,75.73863983154297,80.0
13671,Y0.8Ca0.2Sr1Ba1Cu2.7B0.3O7.9,37.99592208862305,38.0
13551,Y0.85Ca0.15Ba2Cu2.85Ni0.15O6.85,62.99867248535156,67.0
7445,La1Bi1Pt1,1.2515678405761719,0.9
7283,La1.8Sr0.2Cu1H0.1O4,28.321006774902344,35.5
5802,Ho0.9Ca0.1Ba2Cu4O8,83.15147399902344,87.0
4691,Ga1Sr2Ca3Cu4O10.9,93.81266021728516,100.0
10262,Os2Y1,3.4218101501464844,4.7
2896,Ca1.75Na0.25Cu1Br2O2,13.520284652709961,18.0
12323,Tc0.875Ti0.125,9.599615097045898,8.7
2773,Ca0.3Ba1.45La1.25Cu3O6.96,58.69847869873047,9.6
13868,Y0.9Ca0.1Cu3O7,88.6379165649414,84.4
11510,Sm0.7Pr0.3Ba2Cu3O6.8,9.814050674438477,5.0
14173,Y1Ba1.9Sr0.1Cu4O7.9,83.8266372680664,78.0
261,As2Mo1,3.379741668701172,0.41
6791,La1.75Sr0.25Cu1O4.07,27.7979793548584,37.0
5739,Hg2Mg1,1.3914260864257812,4.0
1950,Bi2Sr1.5La0.5Cu1O6,18.377792358398438,26.6
6434,La0.8Pr0.2Se1,2.2649898529052734,0.03
8495,Mg1C1Ni2.934Ru0.066,3.5719528198242188,5.6
11748,Sn0.25Ta0.25V0.5,2.519336700439453,2.8
6568,La1.14Nb2Se5.14,2.6602039337158203,5.3
2293,Bi2Sr2Ca1Cu1.95K0.5O8,89.32926177978516,85.0
6197,Ir3Lu7,1.3044395446777344,0.78
4500,Fe1Se0.3Te0.7,11.324407577514648,14.333333
6494,La0.9709Ce0.0291Sn3,2.790231704711914,3.47
11576,Sm1.85Ce0.15Cu1O3.98,14.561052322387695,19.7
8920,Na0.4Co1H2.6O3.3,4.18806266784668,2.0
1462,Bi1.6Pb0.4Sr2Ca3Cu4O12,109.83929443359375,110.0
8165,Lu1.96Sc0.04Ir3Si5,3.527362823486328,2.8
8374,Mg0.97Co0.03B2,33.858238220214844,36.2
10141,Ni0.007Ru0.993,-0.07004547119140625,0.44
12507,Tl0.5Hg0.5Ba2Ca2Cu3O8,132.80404663085938,134.0
9458,Nb3Al0.6Ge0.4,18.584922790527344,19.7
4980,Gd1Sr2Cu2.7Mo0.3O7,34.048797607421875,25.7
3478,Co0.017V0.983,1.3915290832519531,3.28
8090,Lu0.5Pr0.4Ca0.1Ba2Cu3O7,44.267822265625,57.0
9004,Nb0.14Ta0.86,4.294151306152344,4.76
14996,Y1BaNa0.1Cu3O,92.37838745117188,84.0
8486,Mg1C1.6Ni3,4.141191482543945,6.9
8331,Mg0.88Sc0.12B2,35.64234924316406,30.0
11894,Sr0.2La1.8Cu0.95Ni0.05O4,15.134943008422852,21.0
8390,Mg0.98Sc0.02B2,37.831905364990234,39.0
11475,Si1C1,3.5722827911376953,1.4
7384,La1.9Sr0.1Cu1O4.023,27.697837829589844,40.0
5233,Hg0.4Pr0.6Sr2.7Pr0.3Cu2O6,80.29185485839844,85.0
9889,Nd1.5725Y0.2775Ce0.15Cu1O4,17.123706817626953,10.5
6874,La1.7Sr0.3Cu0.9Mn0.1O4,32.07096862792969,37.0
2166,Bi2Sr2Ca0.7Y0.3Cu1.96Zn0.04O8,50.93536376953125,54.3
11543,Sm1.28Ba1.72Cu3O7.03,39.01468276977539,43.6
10905,Pr1Fe0.85Co0.15As1O1,7.299005508422852,7.485
5356,Hg0.7Mo0.3Sr2Cu1O,35.16767501831055,56.0
13246,Y0.3Pr0.7Ba1Sr1Cu3O6.95,11.283889770507812,14.0
9000,Nb0.08Ta0.92,4.042543411254883,4.54
1866,Bi2Ca2Sr1Cu2O8,82.67887878417969,70.0
4108,Er1Ba2Cu2.92Zn0.08O7,55.67866516113281,62.7
4010,Er0.75Ca0.25Ba2Cu3O,71.55341339111328,71.6
15534,Zr54.6Ti23.4Ni22,3.2396240234375,2.78
6650,La1.55Er0.45Ba2Ca0.9Cu4.9O11.664,80.92726135253906,76.0
2379,Bi2Sr2Ca1Cu2O8.3,87.44373321533203,70.0
5679,Hg1Ba2Cu1O4.37,80.62149047851562,37.5
7194,La1.885Sr0.115Cu1O4,27.911287307739258,28.414
11696,Sm1Fe1As1F0.1O0.9,34.93700408935547,35.924286
15067,Y1Ni1.95Cu0.05B2C1,10.359939575195312,14.7
8493,Mg1C1Ni2.8Ru0.2,3.4007930755615234,3.48
2758,Ca0.285Sr0.665Cu1O2,89.73970031738281,83.333336
4590,Fe2As2Sr4V2O6,29.66261863708496,27.0
4821,Gd0.8Pr0.1Ca0.1Ba2Cu3O7,76.36129760742188,77.4
6245,K0.77Zr1N1Cl1,13.148256301879883,13.5
3854,Cu6La1,-1.2116775512695312,0.042
15190,Y1Sr2Cu2.8Re2O7,5.819223403930664,42.0
9746,Nd0.6Sm0.4F0.3Bi1S2O0.5,4.600885391235352,5.52
6510,La0.992Tb0.008Al2,1.1011390686035156,1.61
13905,Y0.9Pr0.1Ba2Cu3O7,78.05911254882812,86.7
14997,Y1BaNa0.2Cu3O,91.38131713867188,84.0
3485,Co0.032Mo99.968,0.24210357666015625,0.31
8118,Lu0.85Pr0.15Ba2Cu3O7,83.69009399414062,86.1
14788,Y1Ba2Cu3.98Zn0.02O8,65.27478790283203,63.325
8184,Lu1Ni1.81Co0.38B2C1,5.026861190795898,2.9
8393,Mg0.997Fe0.003B2,34.611122131347656,37.8
8892,Na0.28Hf1N1Cl1,18.717960357666016,22.9
14174,Y1Ba1Sr1Cu2.5B0.1S0.4O,48.57801055908203,44.0
1580,Bi1.8Pb0.2Sr1.62La0.38Cu0.98Ga0.02O,21.681201934814453,12.0
10714,Pd2Y0.8Er0.2Sn1,2.2358169555664062,3.73
361,Au1Ga2,2.078584671020508,1.3275
2731,C6Ca1H,10.30699348449707,10.0
2357,Bi2Sr2Ca1Cu2O8.2135,87.48260498046875,70.0
2836,Ca0.7Nd0.3Ba1La1Cu3O7.04,72.5316162109375,73.8
1633,Bi1.91Sr1.69La0.4Cu0.98O6,21.794342041015625,16.0
5779,Ho0.7Dy0.3Ni2B2C1,4.310918807983398,5.83
1376,Bi1.6Pb0.35V0.05Sr2Ca2Cu3O10.12,111.69798278808594,103.7
4911,Gd1Ba2Cu2.85Zn0.15O7,30.574207305908203,42.4
9744,Nd0.6Sm0.4Bi1S2F0.5O0.5,4.414571762084961,5.32
9401,Nb25Ti50Mo25,7.306224822998047,4.3
9511,Nb3Ga0.2Bi0.2Sn0.6,17.00351905822754,18.06
3047,Ca1Hg3,1.6898670196533203,1.6
15464,Zr1P1.1Se0.9,4.850589752197266,5.34
10705,Pd2Tm1Sn1,1.7020759582519531,2.82
15032,Y1La0.3Ba1.7Cu4O8,49.47222137451172,52.6
5971,In1Y1Au2,0.2559394836425781,1.9
6589,La1.25Ba1.75Cu3O7.07,17.64759635925293,40.0
15072,Y1Ni1.98Ru0.02B2C1,10.57935905456543,12.8
6634,La1.45Ca0.15Nd0.4Cu1O4,18.08019256591797,27.5
10213,O3Tl0.03W1,8.514852523803711,2.07
11617,Sm1Ba2Cu3O6.709,72.75392150878906,59.8
9162,Nb0.75Ti0.15Zr0.1,11.745466232299805,9.7
8591,Mo0.25Sr2Y1Cu2.75O7,39.091224670410156,87.53333
7994,Li0.9Mo6O17,5.623302459716797,3.47
7757,La2.3Gd0.6Ca1.2Ba2.9Cu7O16.543,83.70306396484375,80.0
7191,La1.885Sr0.115Cu0.995Zn0.005O4,25.14933204650879,17.64
7853,La2Cu1O4.075,36.22030258178711,45.0
13735,Y0.925Ba1.975Ca0.1Cu3O,83.6744155883789,84.2
13986,Y1Ba1.5La0.5Cu3O7,34.11148452758789,0.3
2122,Bi2Sr2Ca0.6Pr0.4Cu2O8.316,41.37575149536133,57.0
9545,Nb3Rh0.7Au0.3,3.985729217529297,4.6
3284,Ce1Bi1S2F0.9O0.34,3.7337074279785156,3.51
1075,Ba4Na2Ge25,6.102346420288086,0.84
14282,Y1Ba2Cu2.72Ni0.28O7,65.48018646240234,51.0
4169,Er1Os1.1Sn2.7,1.9027423858642578,1.3
7216,La1.89Ca1.11Cu2O,55.92950439453125,26.5
5328,Hg0.7Ce0.3Ba2Cu1O4,80.55054473876953,94.0
13823,Y0.9Ca0.1Ba1.5La0.5Cu3O7.13,50.260154724121094,60.0
13569,Y0.85Pr0.05Ca0.1Ba2Cu4O8,76.95675659179688,83.8
1536,Bi1.7Pb0.3Sr2Ca1Cu2O8,94.87005615234375,80.5
14967,Y1Ba2Cu3O7.19,89.78392028808594,89.0
13035,V0.65Ge0.25Al0.1,9.752683639526367,5.5
7672,La1Pt0.5Ni0.5Si1,2.531648635864258,2.285
1166,Bi0.015In0.985,3.6342906951904297,3.725
11602,Sm1Ba2Cu2.96Zn0.04O7,72.47981262207031,74.5
12472,Tl0.5Ba2Ca1.3Be0.7Cu3.5O7.886,128.0224609375,95.0
15027,Y1La0.2Ba1.8Cu3O7.64,85.4468994140625,88.1
7279,La1.8Sr0.2Cu0.99Fe0.01O4,20.79943084716797,23.81
3162,Cd0.02Zn0.98,0.7941398620605469,0.675
8048,Li2B1Pt3,3.350313186645508,1.86
7695,La1Pt2Si2,2.067626953125,1.4325
7218,La1.89Ce0.11Cu1O4,21.113969802856445,27.1625
4057,Er0.95Hf0.05Ba2Cu3O6.938,89.24542236328125,86.0
8882,Na0.18Hf1N1Cl1,15.80042839050293,22.0
15219,Y2Ba4Cu7O14.53,67.99945068359375,60.0
3116,Ca4Sc2.01Ti0.99Fe2As2O,34.62928009033203,31.6
1604,Bi1.8Pb0.2Sr2Ca2Cu3O10,108.13203430175781,103.0
10856,Pr1.85Ce0.15Cu0.94V0.06O4,19.211984634399414,15.4
5018,Ge0.92Ga0.08,5.67247200012207,0.45
15208,Y2Ba4Cu7F1.7O,51.10467529296875,62.0
15172,Y1Sr2Cu2.7Ti0.3O7.152,41.86482620239258,23.0
7319,La1.934Ba0.066Cu1O4,22.60214614868164,22.6
13761,Y0.95Ca0.05Ba2Cu2.94Zn0.06O,51.66339874267578,66.0
5663,Hg1Ba2Cu1O4.15,81.03990173339844,97.0
15316,Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91,21.21792984008789,15.0
6731,La1.6Sr0.4Cu1O4,27.902591705322266,18.3
10465,Pb0.987Tl0.0125Na0.005Te1,1.8191165924072266,1.87
39,Ag0.8Ga0.2,0.8512229919433594,6.5
4282,Eu1.8Pr0.2Ba4Cu7O14.779,82.81340026855469,68.0
6606,La1.2Ba1.5Ca0.3Cu3O6.93,64.095458984375,60.0
